===========================
BubbleSort
===========================
WARNING: main-memBubbleSort.v:59: $readmemh(../../rv32-benchmarks-master/simple-programs/BubbleSort.x): Not enough words in the file for the requested range [0:262143].
VCD info: dumpfile main-mem-BubbleSort.vcd opened for output.
time=                6110, address=010004c4, data_out=xxxxxxxx
time=                6130, address=010004c8, data_out=xxxxxxxx
time=                6150, address=010004cc, data_out=xxxxxxxx
===========================
CheckVowel
===========================
WARNING: main-memCheckVowel.v:59: $readmemh(../../rv32-benchmarks-master/simple-programs/CheckVowel.x): Not enough words in the file for the requested range [0:262143].
VCD info: dumpfile main-mem-CheckVowel.vcd opened for output.
time=                  10, address=01000000, data_out=fd010113
time=                  30, address=01000004, data_out=02112623
time=                  50, address=01000008, data_out=00012e23
time=                  70, address=0100000c, data_out=00012c23
time=                  90, address=01000010, data_out=010007b7
time=                 110, address=01000014, data_out=1e87a603
time=                 130, address=01000018, data_out=1e878713
time=                 150, address=0100001c, data_out=00472683
time=                 170, address=01000020, data_out=1e878713
time=                 190, address=01000024, data_out=00872703
time=                 210, address=01000028, data_out=00c12223
time=                 230, address=0100002c, data_out=00d12423
time=                 250, address=01000030, data_out=00e12623
time=                 270, address=01000034, data_out=1e878793
time=                 290, address=01000038, data_out=00c7c783
time=                 310, address=0100003c, data_out=00f10823
time=                 330, address=01000040, data_out=000108a3
time=                 350, address=01000044, data_out=00010923
time=                 370, address=01000048, data_out=000109a3
time=                 390, address=0100004c, data_out=00010a23
time=                 410, address=01000050, data_out=00010aa3
time=                 430, address=01000054, data_out=00010b23
time=                 450, address=01000058, data_out=00010ba3
time=                 470, address=0100005c, data_out=00012e23
time=                 490, address=01000060, data_out=10c0006f
time=                 510, address=01000064, data_out=01c12783
time=                 530, address=01000068, data_out=02010713
time=                 550, address=0100006c, data_out=00f707b3
time=                 570, address=01000070, data_out=fe47c703
time=                 590, address=01000074, data_out=06100793
time=                 610, address=01000078, data_out=0cf70e63
time=                 630, address=0100007c, data_out=01c12783
time=                 650, address=01000080, data_out=02010713
time=                 670, address=01000084, data_out=00f707b3
time=                 690, address=01000088, data_out=fe47c703
time=                 710, address=0100008c, data_out=04100793
time=                 730, address=01000090, data_out=0cf70263
time=                 750, address=01000094, data_out=01c12783
time=                 770, address=01000098, data_out=02010713
time=                 790, address=0100009c, data_out=00f707b3
time=                 810, address=010000a0, data_out=fe47c703
time=                 830, address=010000a4, data_out=06500793
